업소명,소재지,위도,경도
국제통닭다대점,부산광역시 사하구 윤공단로14번길 9(다대동),35.0553227,128.9689733
국제통닭당리점,"부산광역시 사하구 괴정로 84(상가동 105호 당리동, 화인아파트)",35.10178361,128.973209
김천통닭,부산광역시 사하구 장림번영로 22(장림시장 장림동),35.08093273,128.9677413
김해통닭,부산광역시 사하구 하신번영로167번길 1(신평동),35.09735615,128.9598523
김해통닭 다대점,부산광역시 사하구 다송로 6(다대동),35.06649818,128.9804311
남해통닭,부산광역시 사하구 회화나무길 66(괴정동),35.10079487,128.9917446
노랑통닭,부산광역시 사하구 다대로 254(2층 장림동),35.07984822,128.9770711
노랑통닭 괴정점,부산광역시 사하구 낙동대로233번길 11(괴정동),35.09884775,128.9917539
노랑통닭 다대점,부산광역시 사하구 윤공단로14번길 79(1층 다대동),35.0583318,128.9703025
노랑통닭 당리점,부산광역시 사하구 괴정로 76(2호동 102호 하단동),35.10156063,128.9717914
노랑통닭(하단점),부산광역시 사하구 낙동대로563번안길 35-4(하단동),35.11202968,128.9634362
돌아온 옛날통닭 괴정점,부산광역시 사하구 사리로 8(괴정동),35.10046746,128.9997693
또봉이통닭 신평점,부산광역시 사하구 다대로134번길 89(1층 신평동),35.09213372,128.9760443
수일통닭 사하구점,부산광역시 사하구 하신번영로300번길 48(1층 하단동),35.1076008,128.9615412
시장통닭&장모님족발,부산광역시 사하구 사하로186번라길 38(괴정동),35.09973217,128.9949234
옛날통닭,"부산광역시 사하구 다대로 289(상가동 10호 장림동, 장림대동맨션)",35.07668987,128.9774939
옛날통닭,부산광역시 사하구 사리로46번길 2(괴정동),35.10390844,128.9989668
옛날통닭,부산광역시 사하구 낙동대로323번길 10(괴정동),35.0995543,128.9813756
옛날통닭,부산광역시 사하구 장평로 311(신평동),35.09399804,128.9740047
옛날통닭 새신평점,부산광역시 사하구 하신번영로201번길 1(1층 신평동),35.09887509,128.9581372
옛날통닭 하단점,부산광역시 사하구 하신번영로312번길 35(대호상가동 101호 하단동),35.10880357,128.9610507
오복통닭 장림점,"부산광역시 사하구 하신중앙로 2(119동 3층 305호 장림동, 동원로얄듀크)",35.07731348,128.9637949
오지계통닭,부산광역시 사하구 하신중앙로 184(신평동),35.09525432,128.9623173
오지계통닭,부산광역시 사하구 하신번영로 352(1층 하단동),35.11238161,128.9599849
우리통닭호프,부산광역시 사하구 낙동대로451번길 39(하단동),35.10349276,128.9702788
원조옛날통닭 다대점,부산광역시 사하구 다대로 680(1층 다대동),35.04814619,128.9668715
월드 양념통닭,부산광역시 사하구 장림동 792-7,35.08093273,128.9677413
웰빙옛날통닭,부산광역시 사하구 다대로429번길 23(다대동),35.06373276,128.9813079
장모님양념통닭,"부산광역시 사하구 다대로 365(장림동,현대타워상가 103호)",35.06980868,128.9779161
조은통닭,부산광역시 사하구 다대동로 20(다대씨파크활어회센타 B136호 다대동),35.05514541,128.9719748
조은통닭 다대포비치,부산광역시 사하구 다대로 686-1(1층 다대동),35.04854706,128.9663392
촌놈통닭,부산광역시 사하구 장림번영로 24(장림동),35.08081476,128.9678386
코끼리통닭,"부산광역시 사하구 을숙도대로 741(상가1층 5호 구평동, 영생아파트)",35.08564608,128.9857488
하나 옛날통닭,부산광역시 사하구 낙동남로1405번길 9-2(하단동),35.10708528,128.9651549
하나 옛날통닭,부산광역시 사하구 다대로277번길 25-1(장림동),35.07732686,128.9789818
하단통닭,부산광역시 사하구 동매로 48(하단동),35.10331282,128.9634651
가마치 옛날통닭(구서역점),부산광역시 금정구 금정로233번길 73(구서동),35.24790341,129.0910537
가마치통닭,부산광역시 금정구 서부로 14(1층 서동),35.21557873,129.1040973
가마치통닭 장전역점,부산광역시 금정구 부곡온천천로 140(부곡동),35.23845188,129.0886198
가마치통닭 장전역점2,부산광역시 금정구 부곡온천천로 140(부곡동),35.23845188,129.0886198
가마치통닭(남산점),부산광역시 금정구 학산로13번길 2(1층 남산동),35.26495547,129.0912716
고성통닭,부산광역시 금정구 서동로99번길 16-19(서동),35.21733325,129.0985084
국제통닭,부산광역시 금정구 금샘로 349(구서동),35.25432481,129.0846455
김윤정숯불양념통닭,부산광역시 금정구 중앙대로1778번길 17(부곡동),35.24307036,129.0942302
깐풍통닭,부산광역시 금정구 중앙대로2035번길 28(1층 남산동),35.26630093,129.0910039
노랑통닭,부산광역시 금정구 범어천로 32(남산동),35.26920133,129.0902295
노랑통닭,부산광역시 금정구 서동로175번길 25-4(1층 서동),35.21534312,129.1071915
노랑통닭 구서점,부산광역시 금정구 구서로 14-8(1층 구서동),35.24710654,129.0894608
노랑통닭 부산대점,부산광역시 금정구 금정로91번길 19(장전동),35.23287028,129.0858426
뉴숯불통닭 딜리버리점,부산광역시 금정구 금강로335번길 55(2층 장전동),35.23775943,129.0834249
다가치통닭,부산광역시 금정구 중앙대로1719번길 61(부곡동),35.2376655,129.088862
다가치통닭 범어사역점,"부산광역시 금정구 팔송로7번길 11(1층 101호 남산동, 나경위너스)",35.27161996,129.0918997
닭장옛날통닭,부산광역시 금정구 서동로 145-8(서동),35.21536854,129.1024359
돈까스+통닭=돈통,부산광역시 금정구 청룡로 22(1층 청룡동),35.27572907,129.0900313
또봉이통닭 부곡점,부산광역시 금정구 부곡로 38(1층 부곡동),35.22020094,129.0883977
만냥통닭장전점,부산광역시 금정구 금강로335번길 17(1층 장전동),35.23780369,129.0855239
맥시칸통닭,부산광역시 금정구 청룡예전로 10(청룡동),35.2742983,129.0917598
백년 가마솥 통닭,부산광역시 금정구 금정로233번길 41(구서동),35.24647248,129.0908038
백년가마솥옛날통닭,부산광역시 금정구 오시게로42번길 10(부곡동),35.22082915,129.0877031
백년가마솥옛날통닭 부산대점,"부산광역시 금정구 중앙대로1629번길 16(301동 115호 부곡동, 삼한골든뷰 에듀스테이션)",35.2308524,129.0897156
백년옛날통닭 남산점,부산광역시 금정구 중앙대로 2103(1층 남산동),35.27207543,129.0923674
성은통닭,부산광역시 금정구 금사로 90-1(금사동),35.2205252,129.1121938
쌀통닭,부산광역시 금정구 금강로 301(1층 장전동),35.2349336,129.085936
쌀통닭 구서점,부산광역시 금정구 금강로 468(1층 구서동),35.24927978,129.0883581
옛날통닭,부산광역시 금정구 서부로 5(서동),35.21489816,129.1045933
옛날통닭,부산광역시 금정구 서동로 144-1(1층 서동),35.21501855,129.1022664
원조옛날통닭 서동점,부산광역시 금정구 서동로 103-1(1층 서동),35.21665909,129.0983016
이모통닭,부산광역시 금정구 서동로78번길 3-4(1층 서동),35.21713473,129.095551
장수통닭,부산광역시 금정구 범어천로38번길 9(남산동),35.26973159,129.0904015
장수통닭 부곡점,부산광역시 금정구 오륜대로 17(부곡동),35.24148283,129.0943516
제일통닭,부산광역시 금정구 벅구산로 25-5(남산동),35.26907485,129.0942505
팔복통닭,부산광역시 금정구 중앙대로 2041(남산동),35.26664061,129.0923163
합천통닭,부산광역시 금정구 서동로78번길 12(서동),35.21693023,129.0952408
1번지통닭,부산광역시 강서구 명지국제8로 234(정우빌딩2차 1층 113호 명지동),35.09790316,128.918389
BHC 통닭,부산광역시 강서구 낙동남로 614(1층 일부 녹산동),35.11415056,128.886429
가마치옛날통닭,"부산광역시 강서구 명지국제5로 59(근린생활시설1동 1층 103호 명지동, 명지1차 금강펜테리움 센트럴파크)",35.10072243,128.9186729
가마치통닭,부산광역시 강서구 과학산단2로20번길 24(1층 일부 지사동),35.1505311,128.8332327
가마치통닭 명지오션시티점,부산광역시 강서구 명지오션시티4로 72(1층 일부 명지동),35.08260268,128.9032706
가마치통닭 명지포스코점,"부산광역시 강서구 명지국제7로 37(지하1층 116호 명지동, 더샵 명지퍼스트월드 2단지)",35.09751474,128.9053328
가마치통닭 부산명지국제점,"부산광역시 강서구 명지국제8로 235(101호, 102호 명지동)",35.0985235,128.9186043
국제통닭 명지점,부산광역시 강서구 명지국제5로 140(1층 명지동),35.1064068,128.921512
김해통닭 명지국제신도시점,"부산광역시 강서구 명지국제6로232번길 16-5(1층 명지동, 일부)",35.09546086,128.9242402
노랑통닭,부산광역시 강서구 명지국제6로232번길 11(1층 명지동),35.09617576,128.9238754
노랑통닭 부산명지롯데시네마점,부산광역시 강서구 명지국제2로28번길 23(2동 139호 명지동),35.09342409,128.9099048
노랑통닭 부산신호점,부산광역시 강서구 신호산단5로 47-3(1층 일부 신호동),35.08344579,128.8781129
또봉이통닭 명지신호점,부산광역시 강서구 신호산단5로 43-4(1층일부 신호동),35.08346493,128.8779595
가마치통닭,부산광역시 해운대구 마린시티3로 23(벽산이오렌지프라자 130호 우동),35.15664443,129.1469274
옛날통닭,부산광역시 강서구 대저로273번길 16(1층 대저1동),35.21332126,128.9823385
옛날통닭,"부산광역시 강서구 명지오션시티10로 16(상가동 266호 명지동, 영어도시 퀸덤1차)",35.08639176,128.8967874
오늘통닭,부산광역시 강서구 명지국제6로 228(1층 일부호 명지동),35.09576809,128.9229604
오뚜기통닭,부산광역시 강서구 제도로 1204(강동동),35.21704059,128.9373603
오복통닭,부산광역시 강서구 신호산단4로64번길 12(신호동),35.08469693,128.8796067
오복통닭 명지점,"부산광역시 강서구 명지국제8로 234(117호 명지동, 정우빌딩2차)",35.09790316,128.918389
처갓집양념통닭,부산광역시 강서구 제도로 1208(강동동),35.21739881,128.937661
총각통닭,부산광역시 강서구 화전산단4로6번길 9-3(1층 화전동),35.1107083,128.8788554
팔도통닭 명지점,부산광역시 강서구 명지국제2로28번길 34(에코팰리스 1층 121호 명지동),35.09284604,128.9088564
필살기 통닭 명지오션시티점,"부산광역시 강서구 명지오션시티10로 16(상가222동 254호 명지동, 영어도시 퀸덤1차)",35.08639176,128.8967874
1등 옛날통닭 두마리,부산광역시 연제구 월드컵대로111번길 40(1층 연산동),35.18278693,129.0810909
가마치 옛날통닭,부산광역시 연제구 배산로 5(연산동),35.17454145,129.0928818
가마치 통닭,부산광역시 연제구 금련로 14(연산동),35.17266523,129.0960182
가마치 통닭 거제월드점,부산광역시 연제구 거제천로 236(연산동),35.19189413,129.0827489
가마치 통닭(부산시청점),부산광역시 연제구 신촌로 14(1층 연산동),35.18267044,129.0769721
가마치통닭,부산광역시 연제구 고분로235번길 36(1층 일부호 연산동),35.18618459,129.1080469
가마치통닭 연산파크시티점,"부산광역시 연제구 안연로 33(상가D동 103호 연산동, 더샵 파크시티)",35.19202239,129.0955318
가마치통닭 토곡점,부산광역시 연제구 토곡남로 12-1(1층 연산동),35.18146259,129.1059407
국제통닭 연산점,부산광역시 연제구 고분로 14(연산동),35.18559288,129.0838181
김해통닭 연산점,부산광역시 연제구 월드컵대로187번길 75(1층 일부호 거제동),35.18470724,129.0739687
남촌통닭,부산광역시 연제구 연수로226번길 18(연산동),35.17260068,129.095183
노랑통닭 레이카운티점,부산광역시 연제구 아시아드대로 39(레이카운티 2단지 상가동 1층 152호 거제동),35.18998717,129.0660667
노랑통닭 연산점,부산광역시 연제구 고분로31번길 32(연산동),35.18715033,129.0860457
노랑통닭 연제구청점,부산광역시 연제구 중앙천로 49(1층 연산동),35.17917367,129.0819542
노랑통닭 토곡점,부산광역시 연제구 고분로242번길 13(1층 연산동),35.18380811,129.1086844
다가치통닭,부산광역시 연제구 중앙대로1134번길 34(경보 오피스텔 1층 109호 연산동),35.18896144,129.0831052
돌아온옛날통닭,부산광역시 연제구 고분로 241(1층 연산동),35.18463959,129.1084432
동래통닭 시청점,부산광역시 연제구 거제천로 99(거제동),35.18306004,129.0737055
만나통닭,부산광역시 연제구 거제천로230번길 21(1층 연산동),35.19086982,129.0823839
만냥통닭 연산점,부산광역시 연제구 신금로 25(노블레스스퀘어 1층 130호 연산동),35.19160022,129.0943732
맥시칸통닭,부산광역시 연제구 해맞이로 105-1(거제동),35.18366364,129.069673
백년가마솥통닭,부산광역시 연제구 과정로 311(1층 연산동),35.18882362,129.0934136
쌀 통닭,부산광역시 연제구 미남로 11(거제동),35.19509282,129.0717557
쌀통닭,부산광역시 연제구 쌍미천로 18(1층 연산동),35.17524604,129.0917165
쌀통닭 레이카운티점,부산광역시 연제구 아시아드대로 39(레이카운티 4단지 상가동 106호 거제동),35.18998717,129.0660667
안동장터이모통닭,부산광역시 연제구 거제시장로14번길 38(거제동),35.18239874,129.07306
야채전문통닭 연산점,부산광역시 연제구 고분로13번길 42(연산동),35.18728173,129.0854655
영도통닭 시청점,부산광역시 연제구 거제시장로14번길 12(1층 일부호 거제동),35.1813684,129.0723547
옛날통닭,부산광역시 연제구 중앙대로1039번길 16(1층 일부호 연산동),35.18196471,129.0772702
옛날통닭(새벽닭),부산광역시 연제구 토곡로 36(1층 연산동),35.18213296,129.1036003
옛날통닭앤탕,부산광역시 연제구 고분로31번길 41(연산동),35.1875759,129.0858318
오늘통닭 거제아시아드점,"부산광역시 연제구 아시아드대로 7(131동 103호 거제동, 쌍용더플래티넘거제아시아드)",35.18606649,129.0690897
오복통닭,부산광역시 연제구 고분로13번길 87(연산동),35.18891825,129.0869147
진주통닭,"부산광역시 연제구 거제시장로14번길 28(주거제시장 1층 23,24,25,31호 거제동)",35.18193241,129.0727903
진주통닭2호점,부산광역시 연제구 거제시장로14번길 15(1층 거제동),35.18158588,129.0722259
초원통닭,"부산광역시 연제구 중앙대로1038번길 13(연산동,1층)",35.18054951,129.0782835
가마치통닭,부산광역시 수영구 남천동로 12(남천동),35.14263019,129.1099466
가마치통닭,부산광역시 수영구 과정로41번길 7(1층 망미동),35.17496227,129.1070711
가마치통닭 광안역점,"부산광역시 수영구 수영로575번길 11(106호 광안동, 이린타워)",35.15716605,129.1122955
가마치통닭 수변공원점,부산광역시 수영구 광안해변로 311(서희스타힐스 센텀프리모 116호 민락동),35.15733241,129.1274333
광남통닭 광안민락점,부산광역시 수영구 광안해변로284번길 38(해링턴타워광안 디오션오피스텔 1층 110호 민락동),35.15392853,129.1251363
국제통닭 남천점,부산광역시 수영구 남천동로 105(남천동),35.1453899,129.111751
깨통닭,부산광역시 수영구 수영로705번길 6(1층 수영동),35.16820347,129.1167051
낭만장작누룽지통닭구이,부산광역시 수영구 무학로10번길 47(1층 광안동),35.15968734,129.1145361
노랑통닭,부산광역시 수영구 구락로 8-4(수영동),35.16889679,129.1197114
노랑통닭 광안점,부산광역시 수영구 수영로588번길 79(1층 101호 광안동),35.15773017,129.1175935
노랑통닭 남천점,부산광역시 수영구 수영로464번길 9(준정빌딩 1층 남천동),35.14733551,129.1109215
노랑통닭 민락점,부산광역시 수영구 민락수변로17번길 36(타워더모스트 광안 1층 112호 민락동),35.1542354,129.1260625
돌아온 옛날통닭,부산광역시 수영구 수영로725번길 59(1층 수영동),35.1682858,129.1155976
또봉이통닭 부산망미점,부산광역시 수영구 망미로22번길 49(1층 망미동),35.17079942,129.1019649
만세통닭,부산광역시 수영구 호암로 4(1층 광안동),35.1564345,129.1124502
사또옛날통닭,부산광역시 수영구 연수로275번길 3-1(1층 망미동),35.17340649,129.1007487
삼파통닭맥주집,부산광역시 수영구 망미배산로24번길 66(1층 망미동),35.17723112,129.1053893
쌀통닭 수영점,부산광역시 수영구 수영성로 11(1층 수영동),35.16987161,129.1185941
영도통닭 수영점,부산광역시 수영구 수영로702번길 28(광안동),35.16659596,129.1170344
옛날통닭,부산광역시 수영구 광안해변로277번길 56(105호 민락동),35.15828795,129.1235501
옛날통닭,부산광역시 수영구 광일로 22(1층 광안동),35.16236324,129.1117297
처갓집양념통닭,부산광역시 수영구 연수로263번길 4(1층 망미동),35.173299,129.0996824
칠성통닭,부산광역시 수영구 광일로29번길 5(1층 광안동),35.16211875,129.1108702
팔도통닭,"부산광역시 수영구 광안해변로 179(광안동, 2층)",35.15059816,129.1158606
팔복통닭 광안수변공원점,부산광역시 수영구 민락수변로 125(골든뷰 1층 101호 민락동),35.15525122,129.1340776
가마치통닭,부산광역시 사상구 학감대로 117(주세원 1층 105호 학장동),35.14113141,128.988602
가마치통닭 사상점,부산광역시 사상구 사상로212번길 19(1층 괘법동),35.16444541,128.9848231
가마치통닭(엄궁점),부산광역시 사상구 엄궁북로 40(엄궁롯데캐슬리버 상가1동 105호 엄궁동),35.12748266,128.974338
가마치통닭신라대점,부산광역시 사상구 덕상로 21(우도식육백화점 덕포동),35.17343213,128.9892679
고성통닭,부산광역시 사상구 사상로202번길 8(괘법동),35.16327379,128.9847979
국제시장국제통닭 학장점,"부산광역시 사상구 대동로64번길 25(106동 2층 203호 학장동, 금강아파트)",35.13587492,128.9787834
국제통닭 주례점,부산광역시 사상구 냉정로 9(럭키아파트 상가동 1층 3호 주례동),35.14769762,129.0012693
김해통닭,부산광역시 사상구 사상로285번길 20-11(덕포동),35.17111394,128.98172
김해통닭 사상본점,부산광역시 사상구 광장로81번길 73(1층 괘법동),35.16555394,128.9837387
남영통닭,"부산광역시 사상구 백양대로 712(2동 1층 4호 덕포동, 남영아파트상가)",35.17044428,128.9886828
노랑통닭,부산광역시 사상구 대동로 91-3(학장동),35.13820026,128.977703
노랑통닭,부산광역시 사상구 주례로9번길 28(주례동),35.15033065,129.0130667
노랑통닭 사상점,부산광역시 사상구 사상로224번길 22(1층 괘법동),35.16532191,128.9845592
노랑통닭(모라점),부산광역시 사상구 백양대로 916(우성아파트 상가1동 1층 107호 모라동),35.18776763,128.9910669
다가치통닭 신모라점,"부산광역시 사상구 모라로110번길 41(모라동, 1층)",35.18495648,128.9931188
돌아온 옛날통닭,부산광역시 사상구 사상로277번길 28(1층 덕포동),35.16992196,128.9808714
명지할배통닭,부산광역시 사상구 학감대로 144(학장동),35.14397296,128.9883401
복판통닭,부산광역시 사상구 주례로 9(1층 주례동),35.15019838,129.0116384
엉뚱한 옛날통닭,"부산광역시 사상구 백양대로 438(1층 104호 주례동, 대성아파트)",35.15283045,129.0040652
옛날 수제통닭,부산광역시 사상구 새벽로 168(감전동),35.15613586,128.9835484
옛날통닭,부산광역시 사상구 사상로285번길 28(1층 덕포동),35.17064168,128.9810447
옛날통닭,부산광역시 사상구 덕상로 19(1층 덕포동),35.17322582,128.9891446
옛날통닭,부산광역시 사상구 사상로481번길 24(1층 모라동),35.18775296,128.9862465
옛날통닭,부산광역시 사상구 모라로110번길 52(1층 모라동),35.18435828,128.9935178
옛날통닭(사상점),부산광역시 사상구 사상로 310(1층 덕포동),35.17239542,128.9837554
원조옛날통닭,부산광역시 사상구 백양대로 933(1층 모라동),35.18966822,128.9912328
잉꼬양념통닭,부산광역시 사상구 새벽시장로103번길 24(감전동),35.1554173,128.9854495
진미통닭,부산광역시 사상구 사상로477번길 34(모라동),35.18758654,128.9856516
진영통닭,부산광역시 사상구 새벽시장로 48(1층 감전동),35.15523401,128.9791582
진영통닭,부산광역시 사상구 새벽시장로 48(1층 감전동),35.15523401,128.9791582
참나무장작구이누룽지통닭,부산광역시 사상구 주례로10번길 7(1층 주례동),35.15012277,129.0109789
퀸바이통닭족발,부산광역시 사상구 새벽로168번길 45(퀸바이치킨 1층 감전동),35.15571142,128.9858591
푸른통닭,부산광역시 사상구 사상로285번길 20(1층 덕포동),35.17059225,128.981582
가마솥통닭꾸러기포차,부산광역시 기장군 기장읍 차성동로 49-2(1층),35.24226213,129.2165056
가마치옛날통닭 방곡점,부산광역시 기장군 정관읍 구연방곡로 120(301동 1층 103호 정관 가화만사성 더 테라스 1차),35.32182119,129.190665
가마치옛날통닭모전점,부산광역시 기장군 정관읍 정관2로 9(215동 B210호 이지 더원 2차 아파트),35.33328721,129.16284
가마치통닭 일광점,부산광역시 기장군 일광읍 해빛로 39-15(116상가동 105호 일광 자이 푸르지오 1단지),35.266279,129.2223051
가마치통닭 정관용수점,부산광역시 기장군 정관읍 정관로 545(502동 110호 이진 캐스빌 아파트),35.32230062,129.1748461
가마치통닭(기장중앙점),부산광역시 기장군 기장읍 차성로 275(1층),35.24210467,129.213339
국제통닭,부산광역시 기장군 정관읍 정관6로 15(1층 서준빌딩),35.32025303,129.1759272
국제통닭,부산광역시 기장군 기장읍 차성로 342(1층),35.24801957,129.2140425
노랑통닭,부산광역시 기장군 일광읍 해빛6로 65-8(103호),35.26361025,129.2259356
노랑통닭,부산광역시 기장군 기장읍 차성로322번길 15(1층),35.24620114,129.2147076
노랑통닭 기장 좌천점,부산광역시 기장군 장안읍 정관로 1142(힐탑 프리미엄 아울렛 A동 106호),35.32111818,129.2355252
노랑통닭 정관롯데캐슬점,"부산광역시 기장군 정관읍 정관3로 52(상가동 103, 103-1호 정관신도시 롯데캐슬)",35.32872735,129.1701987
노랑통닭 정관점,부산광역시 기장군 정관읍 구연3로 5(1층 101호),35.32050064,129.1810337
대라리헐타시장통닭,부산광역시 기장군 기장읍 차성로288번길 38(1층),35.24280225,129.2156787
돌아온 옛날통닭,부산광역시 기장군 정관읍 정관로 545(상가501동 102호 이진 캐스빌 아파트),35.32230062,129.1748461
또봉이통닭 피자,부산광역시 기장군 장안읍 좌천로 99,35.31670679,129.2420453
범일통닭,부산광역시 기장군 정관읍 정관5로 26(111호),35.32099416,129.1747942
보림 옛날통닭,부산광역시 기장군 정관읍 정관로 350(322동 B104호 이지더원3차),35.33580536,129.164361
삼파통닭맥주,부산광역시 기장군 정관읍 산단2로 60(상가동 1층 103호),35.31851651,129.1848319
쌀통닭,"부산광역시 기장군 정관읍 정관5로 12(227동 123,124호 동원로얄듀크2차아파트)",35.31947503,129.1743653
쌀통닭기장점,부산광역시 기장군 기장읍 차성로 281(1층),35.24259122,129.2133572
영도통닭 기장점,부산광역시 기장군 기장읍 차성로338번길 48(1층),35.24752563,129.2165513
옛날통닭,부산광역시 기장군 기장읍 차성동로 173(1층),35.25338853,129.2170456
옛날통닭,부산광역시 기장군 정관읍 산단4로 160(상가동 106호 LH4단지),35.32136115,129.1916151
오후의통닭,부산광역시 기장군 정관읍 정관7로 17-3(동오A타워 1층 109호),35.32195551,129.1769637
오후의통닭 일광점,부산광역시 기장군 일광읍 해빛3로 115(지1층 101호),35.26666307,129.2217614
조선의 옛날통닭 정관점,"부산광역시 기장군 정관읍 방곡로 39(301동 102,102-1호 가화만사성 정관타운)",35.32690038,129.1892878
종점통닭,부산광역시 기장군 정관읍 방곡로 58-7(1층),35.32614186,129.1903435
처갓집양념통닭 길천점,부산광역시 기장군 장안읍 길천1길 6,35.32922634,129.2834381
페리카나양념통닭,부산광역시 기장군 기장읍 차성남로 54(1층),35.24102448,129.214092
풍기통닭,부산광역시 기장군 장안읍 좌천5길 7(1층),35.3121624,129.2430753
가마치통닭(해운대구남점),부산광역시 해운대구 구남로41번길 33(1층 일부호 중동),35.16187707,129.1624994
가마치통닭 개금점,"부산광역시 부산진구 엄광로 36-7(1층 102호 개금동, 더블루)",35.14787335,129.0201587
가마치통닭(동래점),부산광역시 동래구 명륜로112번길 4(1층 명륜동),35.20358075,129.0832337
가마치통닭(경동리인점),"부산광역시 동래구 수안로8번길 62(106동 1층 101호 낙민동, 온천천 경동리인타워1차)",35.19422377,129.0913229
가마치통닭 온천삼익점,"부산광역시 동래구 금강로 31(103호 온천동, 효림시티빌)",35.21343035,129.0744243
가마치통닭 미남역점,"부산광역시 동래구 아시아드대로 234(103동 1층 2호 온천동, 온천동반도보라스카이뷰)",35.20451787,129.0690902
가마치통닭,"부산광역시 동래구 금강공원로 10-1(상가동 1층 1호 온천동, 스파쇼핑및스파맨션)",35.21891076,129.0835145
가마치통닭,부산광역시 해운대구 재반로152번길 8-11(1층 일부호 재송동),35.19114234,129.1285047
가마치통닭,"부산광역시 동래구 사직로 36(102호 사직동, 사직자이상가)",35.19683874,129.0618517
가마솥 옛날통닭,부산광역시 동래구 사직북로33번길 12(사직동),35.19877938,129.0594941
The옛날통닭,부산광역시 동래구 명륜로98번길 60(수안동),35.20190959,129.0866487
희자통닭,부산광역시 부산진구 당감로50번길 21(당감동),35.16632532,129.0402249
해피통닭,부산광역시 부산진구 중앙대로680번가길 70(부전동),35.15647337,129.0609531
하나옛날통닭(당감점),부산광역시 부산진구 당감서로80번길 9(당감동),35.16756658,129.0373867
파파옛날통닭,부산광역시 부산진구 전포대로176번길 8-1(1-2층 전포동),35.15214729,129.0660112
충렬통닭,부산광역시 부산진구 진남로 498(1층 양정동),35.16843046,129.0706588
조선의옛날통닭 가야점,부산광역시 부산진구 엄광로 127(1층 가야동),35.14781648,129.0290035
장수통닭 당감점,부산광역시 부산진구 동평로100번길 5(당감동),35.16540204,129.0406742
원조옛날통닭개금백병원점,"부산광역시 부산진구 엄광로 31(개금동, 지상1층)",35.14830168,129.0196044
요기통닭본점,부산광역시 부산진구 연지동 165-1,35.17053981,129.0500816
옛날통닭,"부산광역시 부산진구 신암로 70(서면항도타워맨션 B동 105,106호 범천동)",35.14807384,129.0545994
옛날통닭,부산광역시 부산진구 범양로 121-1(1층 양정동),35.17393761,129.0655934
영도통닭 서면점,부산광역시 부산진구 동천로95번길 14(지상1층 부전동),35.15731644,129.061436
야채전문통닭 당감점,부산광역시 부산진구 당감로 63-6(1층 당감동),35.16724218,129.0384254
쌀통닭당감1호점,부산광역시 부산진구 동평로39번길 32-20(1층 당감동),35.16629603,129.0320686
쌀통닭 전포점,부산광역시 부산진구 동성로 108(동성의원 1층 전포동),35.15982503,129.067275
시민옛날통닭,부산광역시 부산진구 동평로223번길 19(1층 연지동),35.1698586,129.0506766
순양통닭,부산광역시 부산진구 전포대로256번길 28(1층 일부호 전포동),35.15933194,129.0669722
소문난옛날통닭,부산광역시 부산진구 새싹로8번길 10(지상1층 부전동),35.15892483,129.0589324
서면통닭,부산광역시 부산진구 새싹로8번길 27(1층 부전동),35.15950635,129.0594339
새벽닭 옛날통닭,"부산광역시 부산진구 중앙대로755번길 13(부전동, 지상1층일부)",35.16014165,129.059969
새로미통닭,부산광역시 부산진구 가야대로482번길 38(1층 개금동),35.15139659,129.0245708
삼덕통닭 부산서면점,부산광역시 부산진구 중앙대로692번길 45-10(지상1층 부전동),35.15486147,129.0617992
부산통닭,부산광역시 부산진구 서면로68번길 38(지상1층 부전동),35.15522629,129.0582259
복돌네통닭,부산광역시 부산진구 당감로16번길 42(당감동),35.16362501,129.0418699
복계로 통닭,부산광역시 부산진구 전포대로275번길 53(1층 전포동),35.16252619,129.0635234
백년가마솥통닭,부산광역시 부산진구 새싹로14번길 4(부전동),35.15930837,129.0583667
백년가마솥통닭,부산광역시 부산진구 복지로13번길 73(1층 개금동),35.15213779,129.0243277
백년가마솥옛날통닭,부산광역시 부산진구 백양대로208번길 38-9(우성아파트상가동 1층 2호 개금동),35.16026322,129.027064
박서방통닭,부산광역시 부산진구 가야대로406번길 14(1층 개금동),35.15127975,129.0170515
멕시칸통닭,부산광역시 부산진구 연지로 24-1(연지동),35.17136708,129.0523866
만세통닭,부산광역시 부산진구 가야대로668번길 20(1층 가야동),35.15524777,129.0443422
마실통닭,부산광역시 부산진구 엄광로 287-1(1층 가야동),35.15504988,129.0411568
동의통닭,부산광역시 부산진구 엄광로 185(1층 일부 가야동),35.14801248,129.0345591
동래통닭서면점,부산광역시 부산진구 중앙대로680번가길 54(부전동),35.15586854,129.061055
달인거인통닭,부산광역시 부산진구 서전로9번길 56(1층 부전동),35.16001617,129.0619431
노랑통닭 전리단길,"부산광역시 부산진구 동성로 147(전포동,외1필지1.2층)",35.16103506,129.0629332
노랑통닭 연지점,부산광역시 부산진구 국악로 32(1층 연지동),35.17292412,129.0526592
노랑통닭 양정점,"부산광역시 부산진구 거제대로48번길 20(2동 117호 양정동, 양정역퀸즈팰리스)",35.17266575,129.0687603
노랑통닭 부전점,부산광역시 부산진구 새싹로29번길 34(2층 부전동),35.16013026,129.0550845
노랑통닭 부암점,"부산광역시 부산진구 동평로 162(상가1동 1층 102호 부암동, 서면동일파크스위트 3차)",35.16541969,129.0459433
노랑통닭 개금점,부산광역시 부산진구 엄광로 62(개금동),35.14787695,129.0229353
